"price","bathrooms","sqft_living","floors","waterfront","condition","grade","age","renovated","basement_percent","living_percent","grupo","categoria_quartos"
339000,2.5,1740,1,0,4,7,63,0,0,0.29,"D","4"
245000,1.75,1740,1,0,3,7,61,0,0,0.150688490517017,"D","3"
216000,1,1810,1,0,3,6,69,0,0.441988950276243,0.174710424710425,"D","2"
184500,1,720,1,0,3,6,75,0,0,0.122448979591837,"D","2"
450000,2.75,2810,1,0,3,7,47,0,0.462633451957295,0.250780901383311,"D","2"
294000,1,1320,1,0,3,7,61,0,0.25,0.138655462184874,"D","3"
170000,1,790,1,0,2,6,71,0,0,0.117037037037037,"D","3"
223000,2,1310,1,0,5,6,63,0,0,0.15521327014218,"D","3"
625000,3.5,4010,2,0,3,9,18,0,0.361596009975062,0.668333333333333,"D","5"
238950,1,1190,1,0,3,7,63,0,0,0.104385964912281,"D","2"
199988,1,860,1,0,3,7,65,0,0,0.172,"D","2"
304000,1.75,1720,1,0,3,7,60,0,0.418604651162791,0.286666666666667,"D","3"
355000,2.25,2550,1,0,3,7,55,0,0.274509803921569,0.263593136241472,"D","3"
415000,1.75,2230,1,0,3,8,59,0,0.47085201793722,0.231688311688312,"D","4"
210000,1,1200,1,0,3,6,109,1,0,0.16,"D","3"
230000,1.75,1420,1,0,3,5,83,1,0.5,0.473333333333333,"D","3"
292000,2.5,1600,2,0,3,7,15,0,0,0.446927374301676,"D","3"
199000,2,2030,2,0,3,7,64,0,0,0.25,"D","4"
190000,0.75,930,1,0,3,6,73,0,0,0.0317861781393123,"D","1"
2e+05,1,1070,1.5,0,3,7,70,0,0,0.143297174233293,"D","4"
289500,1,960,1,0,4,6,70,0,0.145833333333333,0.15,"D","3"
258000,1.75,1040,1,0,5,6,63,0,0,0.184070796460177,"D","3"
235000,1,880,1,0,5,7,59,0,0,0.157142857142857,"D","2"
235000,1,1500,1.5,0,3,6,70,0,0,0.235849056603774,"D","4"
227000,1,1200,1.5,0,3,6,70,0,0,0.166666666666667,"D","4"
219950,1,990,1,0,3,7,66,0,0,0.153535980148883,"D","2"
3e+05,2,2360,1,0,3,7,59,0,0.5,0.317204301075269,"D","4"
439000,2.25,2230,1.5,0,5,8,86,0,0.349775784753363,0.49000219731927,"D","3"
257500,2,1300,1,0,5,7,33,0,0,0.139275766016713,"D","3"
315000,1,2080,1,0,3,7,54,0,0.5,0.141892352820793,"D","2"
178000,1.5,1990,1,0,3,7,55,0,0,0.109340659340659,"D","5"
350000,1.75,1820,1,0,4,7,62,0,0.274725274725275,0.262626262626263,"D","4"
452100,2.5,3160,1,0,3,8,56,0,0.5,0.483180428134557,"D","4"
360000,2,1960,1,0,4,6,74,0,0.5,0.221569070766448,"D","3"
385000,2.5,2560,2,0,3,8,7,0,0,0.41038794485412,"D","4"
230000,2,1910,1,0,4,6,63,0,0.418848167539267,0.265277777777778,"D","5"
258000,2,750,1.5,0,3,7,70,0,0,0.114451396307035,"D","2"
440000,3,2730,1,0,3,8,35,0,0.461538461538462,0.455,"D","5"
292050,3,2840,1,0,3,7,11,0,0.397887323943662,0.394499236005001,"D","5"
361000,2.75,2380,1,0,3,7,31,0,0.453781512605042,0.317333333333333,"D","5"
240000,1.5,1920,1,0,3,8,60,0,0,0.240812743007651,"D","4"
375000,1.75,2230,1,0,3,7,56,0,0.448430493273543,0.294973544973545,"D","5"
265950,1.5,1150,1,0,4,6,63,0,0,0.136094674556213,"D","3"
210000,1.75,1400,2,0,3,6,66,0,0,0.191780821917808,"D","3"
299000,2.5,1950,2,0,3,7,12,0,0,0.65,"D","4"
260000,1,1220,1.5,0,3,6,71,0,0,0.152882205513784,"D","4"
202500,1,1120,1,0,3,6,71,0,0,0.130597014925373,"D","3"
472000,1.75,2180,1,0,4,8,60,0,0.5,0.302777777777778,"D","3"
356200,2,1690,1,0,5,7,86,0,0.443786982248521,0.167958656330749,"D","3"
419000,3,2190,2,0,3,7,16,0,0,0.22689598010775,"D","5"
335000,2.5,2330,2,0,3,8,16,0,0,0.330496453900709,"D","4"
363500,1.75,2180,1,0,5,7,52,0,0.5,0.224695938981653,"D","4"
257000,1.75,1800,1,0,3,7,53,0,0.333333333333333,0.2,"D","3"
415000,1.75,3700,1,0,3,8,57,0,0.5,0.404814004376368,"D","5"
290900,2,1610,2,0,3,6,84,1,0,0.0914772727272727,"D","2"
319950,1,1070,1,0,5,7,65,0,0,0.183722527472527,"D","2"
330000,2.25,1620,1,0,4,7,64,0,0.209876543209877,0.226573426573427,"D","3"
372000,2.5,2070,2,0,3,8,15,0,0,0.239085239085239,"D","4"
385000,1.75,2370,1,0,3,7,60,0,0.459915611814346,0.372641509433962,"D","3"
255000,1.5,1320,1,0,3,7,58,0,0,0.165413533834586,"D","3"
375000,2.5,2320,1,0,3,7,27,0,0.362068965517241,0.402777777777778,"D","3"
840500,2.25,2290,1,1,3,7,66,0,0.349344978165939,0.188105799244291,"D","4"
7e+05,1.75,1950,1,1,3,7,57,0,0.41025641025641,0.273147499649811,"D","4"
1e+05,1,790,1,0,3,6,70,0,0,0.122938064114535,"D","2"
170000,1,810,1,0,3,6,70,0,0,0.0819672131147541,"D","2"
150000,2,1460,1,0,3,6,55,0,0,0.201268265784395,"D","4"
315000,2,1780,1.5,0,5,6,96,0,0.47752808988764,0.333583208395802,"D","4"
185000,1.75,1080,1,0,3,7,46,0,0,0.116605484776506,"D","3"
236000,1,1300,1,0,3,7,53,0,0,0.220413699559173,"D","3"
285000,1.75,2080,1,0,4,7,59,0,0.5,0.152615745836085,"D","4"
612000,3,3840,1.5,0,3,8,66,0,0.359375,0.273504273504274,"D",">5"
229950,1,920,1,0,3,6,70,0,0,0.119232763089684,"D","2"
272000,2,1200,1,0,5,7,72,0,0,0.210526315789474,"D","3"
248000,2,2080,1,0,3,7,64,0,0.5,0.153960029607698,"D","4"
869000,1.75,1900,1,1,3,7,60,0,0.421052631578947,0.144795000762079,"D","2"
260000,1,1120,1,0,3,6,70,0,0,0.198230088495575,"D","2"
335000,2.5,1900,2,0,3,7,7,0,0,0.575583156619206,"D","4"
303100,1.5,1640,1,0,3,8,62,0,0,0.290265486725664,"D","3"
329950,1,2050,1,0,3,7,58,0,0.375609756097561,0.270092226613966,"D","4"
390000,2.25,3060,1,0,3,7,50,0,0.5,0.386363636363636,"D","4"
221347,2,1580,1,0,3,6,71,0,0.5,0.237415477084899,"D","3"
135000,1,840,1,0,3,5,72,0,0,0.28,"D","3"
119900,1,700,1,0,3,6,63,0,0.314285714285714,0.220125786163522,"D","2"
291000,1.75,1560,1,0,3,7,50,0,0,0.159378831221904,"D","3"
230000,1.75,1850,1,0,4,6,70,0,0.313513513513514,0.308333333333333,"D","4"
520000,2.25,2210,1,0,3,7,48,0,0.30316742081448,0.204743375949602,"D","3"
270000,2.25,2600,1,0,3,7,49,0,0.384615384615385,0.262626262626263,"D","4"
280000,1.75,1550,1.5,0,5,7,70,0,0,0.209176788124157,"D","3"
239900,1,1000,1,0,3,6,71,0,0,0.140173815531259,"D","4"
160000,1,1180,1,0,3,6,96,0,0,0.12620320855615,"D","2"
825000,1,1150,1,1,4,6,106,0,0,0.0900195694716243,"D","2"
790000,1.75,2460,1,1,3,7,53,0,0.426829268292683,0.244508498161217,"D","4"
277554,2.25,2350,1,0,3,7,53,0,0,0.180769230769231,"D","5"
169000,1,890,1,0,3,6,57,0,0,0.125175808720113,"D","3"
245000,1.5,1280,1,0,3,6,55,0,0,0.16,"D","4"
194000,1,1180,1,0,3,6,70,0,0.305084745762712,0.19504132231405,"D","3"
252500,2,1150,1,0,5,7,58,0,0,0.191666666666667,"D","3"
153000,1,1270,1.5,0,3,6,70,0,0,0.198282591725215,"D","3"
339950,2,1890,2,0,4,7,70,0,0,0.312396694214876,"D","5"
315000,2.5,1950,2,0,3,7,12,0,0,0.604651162790698,"D","4"
254500,1,1150,1,0,3,6,95,0,0,0.102222222222222,"D","2"
164808,1,1250,1,0,3,7,34,0,0,0.231010903714655,"D","3"
295000,2,1830,1,0,4,7,66,0,0.398907103825137,0.105652098608625,"D","3"
572000,2.75,2770,2,0,3,8,0,0,0,0.719106957424714,"D","4"
399000,1.75,1620,1.5,0,5,6,96,0,0,0.162,"D","3"
353000,2.75,1920,1,0,3,8,16,0,0.473958333333333,0.414955694834666,"D","4"
228000,1.75,2000,1,0,3,7,49,0,0.45,0.326797385620915,"D","4"
350000,1.75,2010,2,0,5,7,75,0,0,0.326829268292683,"D","3"
229000,2.5,1190,2,0,3,7,12,0,0,0.396666666666667,"D","3"
430000,3.75,3890,1,0,3,8,71,1,0.38560411311054,0.544817927170868,"D","3"
1700000,3.75,3190,2,1,3,10,16,0,0,0.185616199231933,"D","4"
221900,1,1180,1,0,3,7,59,0,0,0.208849557522124,"D","3"
190000,1,1280,1,0,3,7,54,0,0.3125,0.250980392156863,"D","3"
664950,3,3190,1,0,3,9,1,0,0.407523510971787,0.450501341618415,"D","5"
2e+05,2,2090,1,0,3,7,40,0,0.488038277511962,0.315233785822021,"D","4"
190000,1,930,1,0,3,6,68,0,0,0.0812227074235808,"D","2"
7e+05,1,1160,1,1,3,6,69,0,0,0.0657782818259144,"D","2"
750000,1.75,2640,1,1,4,8,61,0,0.46969696969697,0.198645598194131,"D","5"
416100,1.75,2320,1,0,3,8,58,0,0.5,0.422586520947177,"D","4"
2e+05,1,790,1,0,3,6,70,0,0,0.131996658312448,"D","2"
317000,2.5,2360,1,0,4,7,52,0,0.5,0.207472527472527,"D","5"
241000,1,1150,1,0,3,6,63,0,0.130434782608696,0.115,"D","3"
450000,2.75,2240,2,0,3,8,0,0,0.0625,0.666666666666667,"D","3"
360000,3,2480,1,0,3,7,16,0,0.370967741935484,0.344444444444444,"D","5"
213000,1,740,1,0,4,6,64,0,0,0.100271002710027,"D","2"
190000,2.5,1370,2,0,3,7,27,0,0,0.39848749272833,"D","2"
185850,1.5,1630,1,0,3,7,72,1,0,0.139770193791802,"D","3"
217500,1,1040,1,0,3,7,56,0,0,0.106666666666667,"D","3"
233000,1,1100,1,0,3,7,59,0,0,0.143659396630534,"D","3"
335000,2.25,2100,1,0,4,7,52,0,0.5,0.287474332648871,"D","4"
349950,3,2257,1,0,3,8,9,0,0.396101019051839,0.223089848769398,"D","5"
707000,4.5,3540,2,0,4,8,89,0,0.169491525423729,0.166847339397653,"D","5"
219950,1.5,1200,1,0,3,7,50,0,0,0.14278914802475,"D","3"
284000,2.5,2150,1,0,3,8,47,0,0.27906976744186,0.229333333333333,"D","3"
535000,1.75,2330,1,0,3,7,33,0,0.377682403433476,0.320054945054945,"D","2"
254000,1,1270,1,0,4,7,58,0,0,0.0755952380952381,"D","3"
198000,1,790,1,0,3,7,63,0,0,0.0556338028169014,"D","2"
376000,2.5,2420,1,0,4,7,49,0,0.413223140495868,0.207511576058995,"D",">5"
368000,2.75,2610,1,0,3,7,49,0,0.478927203065134,0.276893698281349,"D","4"
240000,1,870,1,0,3,7,54,0,0,0.103571428571429,"D","2"
225000,1.5,1950,1.5,0,3,6,75,0,0,0.155267139103432,"D","4"
183000,1,1170,1,0,3,7,53,0,0,0.159836065573771,"D","3"
239000,2,1370,1.5,0,3,7,59,0,0,0.155029987552337,"D","4"
345000,2.5,2280,1,0,3,7,32,0,0.390350877192982,0.278388278388278,"D","4"
249000,1.75,2120,1,0,3,7,53,0,0.349056603773585,0.115625852195255,"D","3"
239950,1.75,1440,1,0,3,7,29,0,0,0.2,"D","3"
200450,1,970,1,0,3,6,58,0,0,0.106243154435926,"D","3"
170000,1,1250,1,0,3,7,56,0,0,0.178189593727726,"D","3"
130000,1,880,1,0,3,5,86,0,0,0.0977777777777778,"D","2"
706000,2.5,3280,1,0,3,9,42,0,0.332317073170732,0.19788838612368,"D","4"
220000,1.75,1650,1,0,3,7,55,0,0,0.186440677966102,"D","3"
261000,1.5,2040,1,0,3,7,53,0,0.416666666666667,0.194508009153318,"D","4"
440000,2.75,2070,2,0,4,7,85,0,0.357487922705314,0.213468082912241,"D","3"
335000,2.25,2150,2,0,3,7,23,0,0,0.0705473159207245,"D","3"
240000,1.75,1330,1,0,3,7,21,0,0,0.184722222222222,"D","2"
156000,1,770,1,0,3,6,73,0,0,0.078974358974359,"D","3"
322000,2.25,1940,1,0,3,7,55,0,0.298969072164948,0.190196078431373,"D","4"
238000,1,1400,1.5,0,3,7,55,0,0,0.193316763325048,"D","4"
239975,2.5,1820,1,0,3,7,56,0,0.32967032967033,0.251311792322563,"D","3"
216000,2,1260,1,0,3,6,16,0,0,0.305454545454545,"D","3"
220000,1,1440,1,0,3,7,55,0,0,0.174545454545455,"D","4"
377500,2.5,2640,2,0,3,8,15,0,0,0.246268656716418,"D","4"
273000,1,1560,1,0,3,7,60,0,0,0.2,"D","3"
265000,1.75,1330,1,0,3,7,32,0,0,0.10540497701696,"D","3"
253000,1.75,2040,1,0,3,7,52,0,0.5,0.280181293778327,"D","3"
325000,3.5,2630,1.5,0,3,7,30,0,0.376425855513308,0.765647743813683,"D","4"
370000,2.5,2320,2,0,3,8,21,0,0,0.250431778929188,"D","4"
330000,2.5,2380,2,0,3,7,15,0,0,0.175645756457565,"D","4"
298500,2,2420,1,0,4,7,55,0,0.413223140495868,0.275,"D","3"
360000,2.5,3200,2,0,3,9,7,0,0,0.439439714364186,"D","4"
277500,2.25,1660,1,0,3,7,51,0,0.331325301204819,0.231069042316258,"D","4"
219950,1,1060,1,0,4,7,58,0,0,0.105556662019518,"D","3"
267500,1.75,1590,1,0,3,7,57,0,0.314465408805031,0.133456437804264,"D","3"
325000,2.75,1960,1,0,5,7,61,0,0.5,0.219312968557682,"D","4"
275000,1.75,2180,1,0,3,7,51,0,0.477064220183486,0.237524515144912,"D","5"
525000,2,2680,1,0,3,8,49,0,0.455223880597015,0.189305643851098,"D","4"
356000,3.5,2100,2,0,3,9,34,0,0,0.169573643410853,"D","3"
262000,2.5,2070,2,0,3,7,9,0,0,0.238341968911917,"D","4"
314000,2.5,1870,2,0,3,8,22,0,0,0.221327967806841,"D","4"
314000,2.75,2210,1,0,5,7,51,0,0.339366515837104,0.163703703703704,"D","5"
230000,1,1060,1,0,4,7,58,0,0,0.106575507741806,"D","3"
280000,1.5,1430,1,0,3,7,59,0,0,0.161381333935222,"D","3"
270000,2.25,1750,1,0,3,7,49,0,0.228571428571429,0.208333333333333,"D","3"
175000,1,1480,1,0,3,7,48,0,0.27027027027027,0.175876411170529,"D","3"
375000,1.75,2100,1,0,3,8,52,0,0.314285714285714,0.231634679020516,"D","3"
255000,1.5,1340,1,0,4,7,57,0,0,0.158579881656805,"D","3"
469000,2.75,3550,1,0,5,8,49,0,0.408450704225352,0.254699382981776,"D","4"
255500,1,1350,1.5,0,3,6,73,0,0,0.155172413793103,"D","3"
263000,1.75,1340,1.5,0,3,6,57,0,0,0.154022988505747,"D","4"
289950,1.75,1500,1,0,3,7,58,0,0.2,0.178571428571429,"D","4"
312000,2,1890,1,0,3,7,48,0,0,0.226022482659651,"D","4"
281000,1.75,1350,1,0,3,7,49,0,0,0.15451527984434,"D","3"
383962,2.5,2700,2,0,3,8,13,0,0,0.385824521291798,"D","4"
240000,1,1270,1,0,3,7,60,0,0,0.099740830911804,"D","3"
173000,2,1200,1,0,5,7,58,0,0,0.141843971631206,"D","4"
245500,1.5,1430,1,0,3,7,60,0,0,0.146186873849928,"D","2"
267000,1,1740,1,0,4,7,52,0,0.413793103448276,0.16,"D","3"
170000,1,1920,1,0,4,7,48,0,0.364583333333333,0.139261623268296,"D","4"
249000,1.75,1630,1.5,0,5,7,71,0,0,0.193816884661118,"D","4"
598800,4,4470,3,0,3,9,2,0,0.277404921700224,0.250041953347877,"D",">5"
530000,4.5,4060,2,0,3,10,8,0,0,0.375925925925926,"D","4"
185000,1,670,1,0,4,5,68,0,0,0.0992592592592593,"D","2"
179950,1,1130,1,0,3,7,60,0,0,0.114060765115575,"D","3"
193000,1,680,1,0,4,5,63,0,0,0.0787037037037037,"D","2"
399500,2.5,2560,2,0,3,8,1,0,0,0.341697810998398,"D","4"
239000,1.5,1330,1,0,3,7,43,0,0.323308270676692,0.203363914373089,"D","3"
240000,1.75,2210,1,0,3,7,55,0,0.407239819004525,0.257156155457296,"D",">5"
325000,2.75,2400,1,0,3,7,23,0,0.395833333333333,0.303643724696356,"D","5"
204950,0.75,1130,1,0,3,7,58,0,0,0.0988712923265378,"D","2"
3e+05,1,1940,1,0,3,7,57,0,0,0.218591549295775,"D","5"
355000,1.75,1870,2,0,3,7,59,1,0,0.226666666666667,"D","3"
242000,2.25,2340,1,0,3,7,63,0,0.5,0.312249799839872,"D","5"
375000,3,2420,2,0,3,7,11,0,0,0.252979301693498,"D","4"
5e+05,2.5,3630,2,0,3,10,7,0,0,0.485164394546913,"D","4"
265000,4,1400,1,0,5,7,60,0,0.357142857142857,0.163170163170163,"D","5"
345000,2.5,2340,1,0,3,7,22,0,0.452991452991453,0.27810791537913,"D","3"
259000,1.5,1260,1.5,0,5,7,59,0,0,0.173841059602649,"D","4"
147200,1,1420,1,0,4,6,61,0,0,0.147916666666667,"D","3"
355000,1,1450,1,0,4,7,50,0,0,0.158469945355191,"D","2"
110000,1,790,1,0,3,6,68,0,0,0.0957575757575758,"D","2"
320000,2.75,2410,1,0,5,7,57,0,0.45643153526971,0.223915265260615,"D",">5"
368500,2.75,2530,1,0,3,7,22,0,0.399209486166008,0.332850940665702,"D","5"
330000,2.25,2000,1,0,4,7,28,0,0.35,0.253164556962025,"D","5"
197000,1,1360,1,0,3,7,54,0,0,0.121700223713647,"D","4"
275000,1.75,2090,1,0,5,7,83,0,0.478468899521531,0.184677918176195,"D","2"
216500,1,1020,1,0,4,6,43,0,0,0.0875386199794027,"D","3"
225000,1,1010,1,0,4,7,66,0,0,0.0643271129227438,"D","3"
240000,1.5,1890,1,0,3,7,55,0,0.37037037037037,0.21,"D","3"
421000,2.5,2890,2,0,3,8,14,0,0,0.132690541781451,"D","3"
253779,2,2030,1.5,0,3,6,67,0,0.295566502463054,0.211458333333333,"D","4"
294950,2,2610,1.5,0,4,6,74,0,0.352490421455939,0.182249842888066,"D","4"
270000,2.25,1760,1,0,3,7,28,0,0.340909090909091,0.212380837456257,"D","3"
272450,1,1350,1.5,0,3,7,61,0,0,0.169321459927254,"D","3"
294950,2.25,1740,1,0,3,7,57,0,0.333333333333333,0.18125,"D","4"
235000,1.75,1720,2,0,3,7,59,0,0,0.169675446384532,"D","4"
319000,2.25,1800,1,0,3,7,51,0,0.333333333333333,0.187558612066271,"D","3"
245000,1.5,1360,2,0,5,7,66,0,0,0.152637485970819,"D","3"
340000,2.5,3020,1,0,3,8,55,0,0.433774834437086,0.345142857142857,"D","4"
179000,1,720,1,0,3,6,66,0,0,0.0807718196096029,"D","2"
171000,2,1520,1,0,3,6,94,0,0.328947368421053,0.0772671817812119,"D","4"
255000,1.5,910,1,0,3,5,71,0,0,0.0356862745098039,"D","3"
489000,3,3700,2,0,3,9,32,0,0,0.356626506024096,"D","3"
245990,1,1040,1,0,3,7,72,1,0,0.123662306777646,"D","3"
255000,1.5,1480,1,0,3,7,66,0,0,0.153209109730849,"D","2"
400200,3.5,2260,2,0,3,7,2,0,0,0.0747107438016529,"D","4"
288350,1.5,1860,1,0,3,7,51,0,0.354838709677419,0.233580308928796,"D","3"
495000,2.5,3390,2,0,3,8,0,0,0,0.430749682337992,"D","4"
221000,1,980,1,0,3,7,60,0,0,0.128845648172495,"D","3"
110700,1,680,1,0,3,6,73,0,0,0.0843253968253968,"D","2"
259500,1.75,1650,1,0,3,7,57,0,0,0.133614057818447,"D","3"
309950,1.5,1510,1,0,4,7,53,0,0,0.153408513664533,"D","2"
408000,2.25,1950,1,0,4,8,8,0,0,0.270045700041545,"D","3"
234999,1,1330,1,0,3,6,66,0,0,0.149236983842011,"D","3"
237000,1,1130,1,0,3,7,60,0,0,0.106103286384977,"D","3"
324950,2.5,1560,1,0,3,7,50,0,0.224358974358974,0.1625,"D","3"
165000,1,910,1,0,4,6,71,0,0,0.104597701149425,"D","3"
245000,1,1010,1,0,5,7,59,0,0,0.104360405042364,"D","3"
380000,1.75,1740,1,0,3,7,41,0,0,0.19016393442623,"D","4"
287000,2.25,2270,1,0,4,7,55,0,0.3215859030837,0.189213970159206,"D","4"
380000,2.5,1984,1,0,3,8,52,0,0.211693548387097,0.0612345679012346,"D","4"
292500,2.25,1690,2,0,3,7,28,0,0,0.230874316939891,"D","3"
360500,2.5,3300,1,0,5,8,53,0,0.5,0.286334056399132,"D","3"
271500,1.75,1995,2,0,3,7,57,0,0,0.108660130718954,"D","3"
337500,1.75,1350,1,0,4,7,42,0,0.222222222222222,0.230769230769231,"D","3"
302500,2.25,3100,1,0,4,7,51,0,0.42258064516129,0.258656654151022,"D","3"
210000,1,1030,1,0,3,7,48,0,0,0.224743617717652,"D","3"
290000,2,1550,1.5,0,3,7,32,0,0,0.0817596792910645,"D","3"
210000,1.75,2340,2,0,3,7,57,0,0,0.255793616090949,"D","5"
272000,1.75,1390,1,0,4,7,54,0,0.258992805755396,0.130393996247655,"D","4"
325000,1,1590,1,0,3,7,60,0,0.314465408805031,0.194852941176471,"D","3"
255000,1,1200,1,0,5,6,97,0,0,0.133333333333333,"D","2"
199950,2.5,1740,1,0,4,7,55,0,0,0.198857142857143,"D","5"
263900,2.5,1658,2,0,3,8,0,0,0,0.614074074074074,"D","3"
550000,2.5,3070,1,0,5,9,29,0,0.439739413680782,0.213194444444444,"D","3"
402000,2.5,2700,1,0,4,7,55,0,0.5,0.270162097258355,"D","3"
270000,1.5,1230,1,0,3,7,52,0,0,0.164,"D","3"
250000,1,990,1,0,4,7,54,0,0,0.122798313073679,"D","3"
283500,1.75,1250,1,0,3,7,30,0,0,0.232558139534884,"D","3"
340000,1.75,2230,1,0,3,8,47,0,0.269058295964126,0.214361241949438,"D","3"
4e+05,3.5,3350,1,0,3,7,34,0,0.361194029850746,0.346038632372689,"D","4"
280000,2,1470,1,0,3,7,27,0,0,0.181728272963283,"D","3"
265000,1,1070,1,0,4,7,65,0,0,0.118888888888889,"D","3"
1225000,2.5,3120,2,1,4,9,40,1,0.169871794871795,0.0630863798123585,"D","4"
357000,2,2460,1,1,3,7,59,0,0,0.0456553208863813,"D","3"
245000,1.5,2100,1,0,4,7,60,0,0,0.21,"D","3"
227500,1,1540,1,0,4,7,55,0,0,0.162962962962963,"D","3"
275000,1,1250,1,0,3,6,73,0,0,0.116344005956813,"D","3"
250000,3,2250,2,0,3,8,29,0,0.302222222222222,0.285460543009389,"D","4"
265000,1.5,1290,1,0,3,6,60,0,0,0.18169014084507,"D","3"
235000,1,1310,1,0,3,7,59,0,0,0.137475076083534,"D","3"
216000,1,1730,1,0,4,7,53,0,0.317919075144509,0.217610062893082,"D","3"
550000,2.5,3148,2,0,3,9,1,0,0,0.327507282563462,"D","4"
130000,1,790,1,0,3,7,64,0,0,0.105333333333333,"D","2"
217000,1,730,1,0,3,4,81,0,0,0.304166666666667,"D","2"
310000,1.5,1860,1,0,3,7,52,0,0.333333333333333,0.17920801618653,"D","3"
355425,2.5,3238,1,0,4,8,36,0,0.48177887584929,0.355355575065847,"D","4"
269800,2.75,1830,2,0,3,8,2,0,0,0.535087719298246,"D","4"
196000,1,1220,1,0,3,6,62,0,0,0.181574639083197,"D","3"
325000,1,1220,1,0,4,6,68,0,0,0.0981812328987607,"D","1"
6e+05,2.75,2080,1,0,3,8,49,0,0.240384615384615,0.124253285543608,"D","3"
242000,1.75,1310,1,0,3,7,35,0,0,0.135821669258683,"D","3"
379260,2.5,1730,1,0,3,7,23,0,0.23121387283237,0.240211052485421,"D","3"
230000,1,1190,1,0,3,7,59,0,0,0.131013982164483,"D","3"
386000,2.25,2050,2,0,3,8,49,0,0.136585365853659,0.213920484190754,"D","4"
230000,1.5,1510,1.5,0,3,7,67,0,0,0.14261428031734,"D","3"
242500,2.25,1770,1,0,3,7,36,0,0.242937853107345,0.177,"D","3"
225000,1.5,1790,2,0,3,7,52,0,0,0.153568977350721,"D","5"
4e+05,3,2320,2,0,3,8,17,0,0,0.177532904805632,"D","4"
835000,3,2790,2,1,4,8,37,0,0.426523297491039,0.222790066278048,"D","3"
270000,2.5,1660,2,0,3,7,12,0,0,0.299099099099099,"D","3"
820000,2.5,2990,1,1,3,9,38,1,0.478260869565217,0.279152273363832,"D","3"
280500,1.75,2440,1,0,4,7,52,0,0.5,0.239709205226447,"D","3"
275000,1,2180,1,0,3,7,56,0,0.321100917431193,0.169320388349515,"D","2"
259000,1.5,1490,2,0,3,7,48,0,0,0.197089947089947,"D","4"
176000,1,920,1,0,4,8,34,0,0,0.39451114922813,"D","2"
180500,1,850,1,0,3,6,39,0,0,0.17,"D","2"
265000,1.5,1240,1,0,4,7,54,0,0.104838709677419,0.151998038734984,"D","4"
187000,1.75,1050,1,0,4,8,40,0,0,0.358851674641148,"D","2"
203000,1.5,1370,1,0,3,7,56,0,0.211678832116788,0.182666666666667,"D","3"
175000,1,1170,1,0,3,6,103,0,0,0.13109243697479,"D","2"
345000,1.5,1360,1,0,4,8,55,0,0,0.10077059869591,"D","3"
237600,1,1370,1,0,4,6,64,0,0,0.118266574585635,"D","2"
160000,1.5,1010,1,0,4,7,52,0,0,0.105208333333333,"D","3"
188500,1.75,1240,1,0,4,8,29,0,0,0.497392699558765,"D","2"
279950,2,1750,1,0,3,7,53,0,0.228571428571429,0.179487179487179,"D","3"
449900,2.5,2780,2,0,3,9,25,0,0,0.337993920972644,"D","3"
340000,2.5,1910,1,0,3,7,28,0,0.366492146596859,0.265240938758506,"D","4"
260000,2.5,2050,1,0,3,7,49,0,0.365853658536585,0.164,"D","4"
182500,1,1040,1,0,3,6,41,0,0,0.0747126436781609,"D","2"
950000,3.25,3050,1,1,4,8,52,0,0.459016393442623,0.161443997459242,"D","3"
140000,1,1240,1,0,4,6,61,0,0.161290322580645,0.155,"D","3"
243500,3,2110,1,0,3,6,33,0,0,0.270721067487811,"D","3"
455000,3.5,3440,2,0,4,8,12,0,0,0.573333333333333,"D","4"
170000,1.75,1920,1,0,4,7,52,0,0,0.256,"D","4"
278000,2.5,2290,2,0,3,7,10,0,0,0.60630129732592,"D","4"
799000,3.5,3290,2,0,3,10,24,0,0.325227963525836,0.163624608345352,"D","4"
269950,1.75,1340,1,0,5,5,66,0,0.477611940298507,0.184827586206897,"D","2"
650000,1.75,2800,1,1,3,8,50,0,0.5,0.144434127721036,"D","3"
207000,2,1690,1.5,0,4,7,47,0,0,0.218685300207039,"D","4"
309950,2.25,1990,2,0,3,7,47,0,0,0.313385826771654,"D","3"
133000,1,980,1,0,3,7,47,0,0,0.107515085024685,"D","3"
220000,1.5,1100,1.5,0,4,8,37,0,0,0.318748188930745,"D","1"
225000,1,1010,1,0,4,6,53,0,0,0.132320188654526,"D","3"
234000,1,1040,1,0,5,7,44,0,0,0.128047278995321,"D","3"
290000,2,1630,1.5,0,3,7,48,0,0,0.213966920451562,"D","4"
405000,1.75,2470,1,0,4,7,52,0,0.364372469635628,0.256756756756757,"D","3"
270000,2.5,1660,1,0,4,7,36,0,0,0.205878705196577,"D","4"
219000,1.5,1370,1.5,0,3,7,53,0,0,0.17245720040282,"D","4"
3e+05,2,1580,1,0,5,7,49,0,0.335443037974684,0.164583333333333,"D","4"
349950,2.5,2140,2,0,3,7,23,0,0,0.277381723914452,"D","3"
328000,3.25,3380,2,0,3,7,25,0,0.284023668639053,0.450666666666667,"D","4"
163000,2,1250,1,0,3,7,53,0,0,0.165716558398515,"D","2"
250000,2,1440,1,0,3,7,49,0,0,0.156182212581345,"D","3"
220000,1.75,1460,1,0,3,7,22,0,0,0.202048159424301,"D","3"
406000,1.5,1920,2,0,3,7,64,0,0,0.32,"D","4"
